,Filename,Text
128,Test3277.jpg," 
"
129,Test218.jpg," 
"
130,Test1634.jpg," 
"
131,Test2590.jpg," 
"
132,Test2411.jpg,"UBUENT BEM TO
‘CoMsCOr OF

 
"
133,Test1620.jpg," 
"
134,Test126.jpg," 
"
135,Test129.jpg," 
"
136,Test2209.jpg," 
"
137,Test2962.jpg," 
"
138,Test489.jpg,"IMAY ROT BE THE SAME
COL

@

EET eT
Say

   
"
139,Test176.jpg," 
"
140,Test125.jpg," 

Words that HURT and WHY;
"
141,Test824.jpg," 
"
142,Test3934.jpg," 
"
143,Test187.jpg," 
"
144,Test2455.jpg," 
"
145,Test135.jpg,"S60: you oppose gay. fishes

   

= ‘ ft Ty""
“Recon (D ft
=Working:

sunday Na
please. shut the: hell wl i

 
"
146,Test162.jpg," 
"
147,Test606.jpg,
148,Test522.jpg," 
"
149,Test160.jpg," 
"
150,Test1359.jpg," 
"
151,Test3130.jpg," 
"
152,Test128.jpg," 
"
153,Test164.jpg," 

ae

 
"
154,Test677.jpg," 
"
155,Test3294.jpg," 
"
156,Test231.jpg," 
"
157,Test141.jpg," 
"
158,Test3625.jpg," 
"
159,Test2648.jpg," 
"
160,Test244.jpg," 
"
161,Test131.jpg," 
"
162,Test751.jpg," 
"
163,Test1717.jpg," 
"
164,Test2959.jpg," 
"
165,Test945.jpg,"     

ar:

: Maya ‘Axcevou,
"
166,Test1954.jpg," 
"
167,Test100.jpg,"= Sesser ete ge
crm th RE

Ee aa ye

 
"
168,Test1353.jpg," 
"
169,Test417.jpg," 
"
170,Test660.jpg," 
"
171,Test245.jpg,"   

Anti-Bullying? States that have laws prohibiting bullying of. students on
“the bases of sexual orientation’and gender. identity’ ——

1 arkansas
PGaUifornta
: Colorado""
Connecticut

 

jNeada
i New Hampshire
\Wewtersey’ 7
LNew York’
{North Carolina
{Gregen

V Rhode lstand:
‘Vermont ”
‘Washington’
‘Washington, OC,

 
"
172,Test211.jpg," 
"
173,Test221.jpg,
174,Test1615.jpg," 
"
175,Test1885.jpg," 

— OED ORO
te
"
176,Test360.jpg," 
"
177,Test587.jpg,"somite

 

ssa
"
178,Test1001.jpg,"‘When people ask:
what I see

     

'm afraid if they: knew,
~ they'd fall in love
~~ with you 'too::
"
179,Test2280.jpg," 
"
180,Test158.jpg," 
"
181,Test812.jpg,"Life's agame. Play to: win.
"
182,Test778.jpg," 
"
183,Test526.jpg," 
"
184,Test890-min.jpg,"elati

 
"
185,Test1923.jpg," 

 

eter heel ow:
"
186,Test957.jpg," 

. “ eanenson goooug
"
187,Test1889.jpg," 
"
188,Test536.jpg," 
"
189,Test227.jpg," 
"
190,Test834.jpg," 

 

all Wonien”*

Loe]

  
"
191,Test2424.jpg," 
"
192,Test216.jpg," 
"
193,Test516.jpg," 
"
194,Test3360.jpg," 
"
195,Test519.jpg," 

 

a

 

 

 

 

1Dj145823917,0 Barrirret)

 
"
196,Test979.jpg," 
"
197,Test1271.jpg," 
"
198,Test119.jpg,"@eeeo Verizon LIE’ 10:47AM © /@)$:34% ED

x A

I'veisaid fowade gays: and for that:
‘matter ‘anyone: was: young,
ignorant, stupid, and inva.bad /
place. I ve. moved on: ‘and learned

 

    

offended. | have othing against
“anyone or anything that ‘promotes
‘equality.iSorry. again |

 
"
199,Test230.jpg," 

 

66

99)

Top Pro:& Con’
Quotes:

 

 
"
200,Test803.jpg," 
"
201,Test194.jpg,
202,Test1122.jpg,"‘Zeigler, author of *Falr Play: How LGUT Athictes are Claiming their
(Rightful Place In Sports defied the nothin that sports are Iaherently
Ibomoplicble, Part of what ks beeping gay atbictes chonctce, Zigler nal bs
‘tha type het erosextamn that eales fa locker rooms Negatbe lak about
ay People bynot the ave, fstead, it's the demeaning talk about women,

 
"
203,Test204.jpg," 
"
204,Test579.jpg,"Life's a game: Play to. win.

 
"
205,Test498.jpg," 
"
206,Test145.jpg," 
"
207,Test1012.jpg," 
"
208,Test3030.jpg," 
"
209,Test2650.jpg," 
"
210,Test837.jpg," 
"
211,Test2791.jpg,"Zeigler; author of ""Fair. Play: How LGBT-Athletes'are Claiming-their:
Rightful Place in Sports,"" defied the notion that sports‘are inherently,
homophobic:;Part of what is:keeping gay-athletes’closeted, Zeigler'said,'is
the‘hyper heterosexism that exists in locker'rooms. Negative.talk about
gay people is‘not'the issue. Instead, it's:the demeaning'talk about women.
"
212,Test1803.jpg," 
"
213,Test1934.jpg," 
"
214,Test1743.jpg,"She jot Kept staring at.
hen? she lawented, Ute |,

     
"
215,Test249.jpg," 
"
216,Test3525.jpg,"Do you roalize what you

 

Nee wey eer geet erasers et
rorind sSotateiten Wihih thehd eo

 
"
217,Test3893.jpg,"tif you're not out and proud, you're
missing out on the best month of,
tha year. Don't spend enother year,
“Riding in's closat of fearand shame:
""Youdon’t have forever, you deserve,
beer and your tibe!

 
"
218,Test212.jpg," 
"
219,Test523.jpg," 
"
220,Test109.jpg," 
"
221,Test3566.jpg," 
"
222,Test2977.jpg," 
"
223,Test665.jpg,"°
s .
cWhatis straight?A:

oline'can he straight,

 
 
 
 
  
   
   
  
 

or astreet) but the
SS \ hurian heart, oh, no,
\\ at! ‘s curved likea.
Ww \ | woad through:

mountains:
@sayingimages.com
‘TENNESSEE
“WILLIAMS:
"
224,Test2235.jpg," 
"
225,Test3749.jpg," 
"
226,Test612.jpg," 
"
227,Test378.jpg," 

 
"
228,Test843.jpg,
229,Test2792.jpg,"    
   

qi es TOK ee

7 cm es Mi ier me Pat
- el ae
SLUR Ty Chet

 
   
 
"
230,Test1022.jpg," 
"
231,Test166.jpg," 
"
232,Test1161.jpg," 
"
233,Test103.jpg," 
"
234,Test168.jpg," 
"
235,Test760.jpg," 
"
236,Test3750.jpg,"Cie
cnn ce eS)

Try
E'should tive In a closet:

 
"
237,Test1785.jpg," 

To be enirelicl fs
MO’ WU.

DAARD BUSTIN

 
  
  
   
"
238,Test149.jpg," 
"
239,Test1872.jpg," 
"
240,Test188.jpg," 
"
241,Test440.jpg," 
"
242,Test2743.jpg," 
"
